sentence,label
"Higher fruit, vegetable, and legume consumption was associated with a lower risk of non-cardiovascular, and total mortality.",2
We observed no differences in PWV [pulse wave velocity] or in any clinic or ambulatory BP-derived measures between adolescents with and without SCT [sickle cell trait].,0
"Dabrafenib is safe in patients with solid tumours, and an active inhibitor of Val600-mutant BRAF with responses noted in patients with melanoma, brain metastases, and other solid tumours.",3
"Among US veterans of Iraq and Afghanistan, mental health diagnoses, especially PTSD, were associated with an increased risk of receiving opioids for pain, high-risk opioid use, and adverse clinical outcomes.",2
Interventions on BMI and physical activity may have a modest impact on the risk of adult-onset asthma in this population of US women.,2
"When adjusted for differences in patient characteristics, young and middle-aged adults have 30-day readmission rates that are similar to elderly patients for HF, AMI, and pneumonia.",2
The findings suggest that the association between prenatal use of antidepressants and risk of ADHD in offspring can be partially explained by confounding by indication of antidepressants.,1
Betel nut use at long duration or high cumulative exposure levels is associated with subclinical atherosclerosis as manifested through carotid IMT,1
"Although asthma is a helper T cell type 2–predominant condition, it may increase the risks of helper T cell type 1–polarized proinflammatory conditions, such as CHD and DM.",2
Patients with NPC1 treated with intrathecal HPβCD had slowed disease progression with an acceptable safety profile.,2
"Preoperative SUA was associated with increased incidence and risk for acute kidney  injury, higher postoperative SCr values, and longer hospital length of stay and  duration of mechanical ventilation support in patients undergoing cardiac surgery.",1
The txt2stop smoking cessation programme significantly improved smoking cessation rates at 6 months and should be considered for inclusion in smoking cessation services.,2
The case fatality rate was found to remarkably increase with travel distance from the nearest hospital: ranging from 0.6% to more than 19% at 20 km.,3
"In this large observational prospective study, higher consumption of ultra-processed foods was associated with higher risks of cardiovascular, coronary heart, and cerebrovascular diseases.",1
Lower cardiorespiratory fitness levels and higher RHRs are  linked to greater CVD and all-cause mortality.,2
Autoinflation in children aged 4-11 years with otitis media with effusion is feasible in primary care and  effective both in clearing effusions and improving symptoms and ear-related child  and parent quality of life.,1
The level of serum KL-6 may serve as measure of ILD in patients with PM/DM and is a promising biomarker for use in clinical practice to assess clinical response to treatment.,2
"Low HDL levels during sepsis are associated with increased risk of sepsis-associated AKI, and/or subsequent decreased eGFR.",3
Health behaviours were strong predictors of mortality in both cohorts but their association with SES was remarkably different.,2
"When enforced by free and fair elections, democracies are more likely than autocracies to lead to health gains for causes of mortality (eg, cardiovascular diseases and transport injuries) that have not been heavily targeted by foreign aid and require health-care delivery infrastructure.",3
"Tobacco product harm perceptions are associated with beliefs about tobacco product
regulation by the FDA.",2
Patients with breast or colon cancer who participated in the 18-week exercise intervention showed significant higher levels of moderate-to-vigorous total physical activity levels and a tendency towards lower physical fatigue levels 4 years post-baseline.,2
Adherence to some traditional and non-traditional health behaviors may substantially reduce mortality risk in older adults.,2
"Nonsignificant, sex-based differences in response were found during the 48 weeks of the GRACE study; however, these differences were probably due to higher discontinuation rates in women, suggesting that additional efforts are needed to retain women in clinical trials.",2
"Our results highlight the enhancing effect of diabetes mellitus on hepatocarcinogenesis in noncirrhotic, interferon-treated patients with hepatitis C virus.",2
The prevalence of neural-tube defects was slightly higher in association with dolutegravir exposure at conception than with other types of ART exposure at conception (3 per 1000 deliveries vs. 1 per 1000 deliveries),1
We find that an increase in local house prices is associated with a positive effect on the physical health of outright owners and a negative effect on the physical and mental health of renters.,1
We report high rates of metabolic bone disorders after SOT in chronic transplant patients over a long follow-up.,2
High-fixed dose unfractionated heparin for venous thromboembolism prophylaxis may lead to a higher risk of major bleeding events compared with high-fixed dose enoxaparin in patients who are morbidly obese.,1
Genetic variants that mimic the effect of ATP citrate lyase inhibitors and statins appeared to lower plasma LDL cholesterol levels by the same mechanism of action and were associated with similar effects on the risk of cardiovascular disease per unit decrease in the LDL cholesterol level.,1
"Vaccine effectiveness based on 82 confirmed cases in infants born from Oct 1, 2012, and younger than 3 months at onset was 91% (95% CI 84 to 95).",3
This multidomain lifestyle intervention was associated with a reduced risk of developing frailty but did not affect the severity of frailty in community-dwelling older adults.,2
Our findings indicate that the increased risk of VTE by advancing age cannot be attributed to higher incidence of cancer in the elderly.,0
"C. trachomatis DNA was frequently detected in the placenta of women with early preterm delivery, and was associated with histopathological signs of placental inflammation.",1
"Among a cohort of participants with severe obesity undergoing bariatric surgery, a large percentage experienced improvement, compared with baseline, in pain, physical function, and walk time over 3 years, but the percentage with improvement in pain and physical function decreased between year 1 and year 3.",1
"Among individuals with HIV in rural Kenya and Uganda,
implementation of community-based testing and treatment was associated with an increased
proportion of HIV-positive adults who achieved viral suppression",1
Screening mammography use in older Medicare beneficiaries seems to reflect their 4-year risk of mortality rather than age alone,1
Insuring poor households for efficacious but costly and underused health services significantly improves population health in India,3
"longer durations of NSAID and acetaminophen use were associated with slightly higher risks of hearing loss, but duration of aspirin use was not",2
"The results of this study support the findings from the prelicensure clinical trials, providing reassurance that the zoster vaccine is generally safe and well-tolerated with a small increased risk of allergic reactions in 1-7 days after vaccination",2
"Levels of PTX3 were higher in patients with active disease (median, >2.14 ng/mL [range, 0.57 to 48.18 ng/mL]) than in those with inactive disease (median, 0.63 ng/mL [range, 0.00 to 1.64 ng/mL]) and were higher than in healthy patients (median, 0.11 ng/mL [range, 0 to 1.20 ng/mL]) or those with acute infection (median, 0.26 ng/mL [range, 0 to 0.75 ng/mL]).",1
Acute stress reaction is a risk factor for completed suicide.,1
"Despite uptake by physicians, a financial incentive did not alter follow-up after hospital discharge.",3
Not wearing a helmet while cycling is associated with an increased risk of sustaining a fatal head injury,1
Greater caffeine intake is associated with increases in late miscarriage and stillbirth.,2
Decreases in PA associated with PTSD symptoms may be a pathway through which PTSD influences cardiovascular and other chronic diseases.,1
"A discharge prescription for angiotensin-converting enzyme inhibitors or angiotensin receptor blockers was associated with a significant reduction in all-cause mortality in older patients with diastolic heart failure and chronic kidney disease, including those with more advanced chronic kidney disease.",2
"In this population-based study, preeclampsia was significantly associated with noncritical heart defects in offspring, and preeclampsia before 34 weeks was associated with critical heart defects",2
A higher consumption of processed meat was associated with a higher risk of impairment in agility and lower-extremity function.,1
Patients cared for by hospitalists in their first year of practice experience higher mortality.,3
Providing new sustainable transport infrastructure was effective in promoting an increase in active commuting.,3
"Exposure to prescription drugs associated with fracture risk is infrequently reduced following fragility fracture occurrence. While some patients eliminate their exposure to drugs associated with fracture, an equal number initiate new high-risk drugs.",1
"In this large population-based study, children with RPD at the FAS had higher rates of hospital admissions when there was persistent dilatation in later pregnancy or postpartum.",1
"A diet characterized by regular consumption of all five food groups and by greater variety of dairy, fruit, and vegetable subtypes, appears important for a reduced risk of diabetes.",2
"Hospitals with exceptional rates of survival for in-hospital cardiac arrest are also better at preventing cardiac arrests, even after adjusting for patient case mix.",1
"Among Medicare beneficiaries with acute Ml, the use of PCI was lower for patients treated in 3 states with public reporting of PCI outcomes compared with patients treated in 7 regional control states without public reporting.",0
"Consistent with previous randomized trials, this study found no association between the length of storage of transfused RBCs and patient mortality.",1
"Among students at 4 campuses of a US medical school, clerkship order was significantly associated with performance on clerkship subject examinations and overall grades but not with clerkship clinical performance or USMLE Step 2 scores",1
High-risk patients with heart failure and cardiac arrest hospitalized in teaching hospitals had lower 30-day mortality when admitted during dates of national cardiology meetings.,2
"Among people reporting any activity, there was an inverse dose-response relationship between proportion of vigorous activity and mortality.",1
Black race and nonprivate insurance status were shown to be associated with increased risk of nonadherence labeling.,1
"We found that in this cohort of mostly married and White women, who completed their pregnancies before the legalization of abortion, unwanted pregnancies were strongly associated with poorer mental health outcomes in later life.",1
Men with disabilities are at a heightened risk for lifetime and current sexual violence victimization.,2
The setting and provider type did not influence the effectiveness of preventive oral health services on children’s overall oral health.,3
Childhood ETS exposure was associated with detectable differences on computed tomography scans of adult lungs of nonsmokers.,1
"In a chronically undernourished population, maternal repletion with vitamin A at recommended dietary levels before, during, and after pregnancy improved lung function in offspring",3
"An association was observed between CAD and a common three-locus haplotype in the interleukin one (IL-1) cluster with P = 0.006 in all CAD cases, P = 0.01 in myocardial infarction (MI) cases and P = 0.0002 in young onset CAD cases (<50 years).",0
"Our results suggest that, in young South Asians aged between 10 and 18 years at risk of T2DM, a pragmatic lifestyle modification programme may reduce the incidence of predictors of T2DM and hypertension.",2
"Among young survivors of first myocardial infarction followed-up longitudinally, smoking cessation is associated with lower risk of cancer.",1
Levothyroxine malabsorption likely occurs with hypothyroidism and untreated celiac disease.,3
"Neighborhood food environment factors, such as food desert status, were associated with obesity status even after we controlled for home food environment factors.",1
Digoxin reduces 30-day all-cause hospital admission in ambulatory older patients with chronic systolic heart failure.,3
These findings suggest that exposure to modest levels of arsenic in drinking water was associated with increased risk of T2DM in Bangladesh.,2
BNP is a strong predictor of mortality in older adults with Chagas disease.,2
"Reduced growth velocity between 28 and 36 weeks’ gestation among fetuses born AGA is associated with antenatal, intrapartum and neonatal indicators of placental insufficiency",1
Mortality is high following MI for PWH and substantially greater after T2MI than T1MI.,2
"Normal-weight central obesity defined by WHR is associated with higher mortality than BMI–defined obesity, particularly in the absence of central fat distribution.",2
"Among patients with incident acute myocardial infarction without prior cardiovascular disease, in-hospital mortality was inversely related to the number of coronary heart disease risk factors.",1
Low eCRF is independently associated with CVD and all-cause mortality.,1
Our study demonstrates the impact of all major transportation noise sources on cardiovascular diseases.,3
Smokers had a lower likelihood of reemployment at 1 year and were paid significantly less than nonsmokers when reemployed.,2
"In this large cohort of Swedish male military conscripts, low aerobic capacity and muscle strength at age 18 years were associated with increased long-term risk for type 2 DM, even among those with normal body mass index.",2
"Among patients with in-hospital cardiac arrest, use of therapeutic hypothermia compared with usual care was associated with a lower likelihood of survival to hospital discharge and a lower likelihood of favorable neurological survival.",2
The increase in beer excise tax was associated with a lower average annual firearm  homicide rate in all states except Illinois,2
"Screening mammography use in older Medicare beneficiaries seems to reflect their 4-year risk of mortality rather than age alone, suggesting that patients and providers consider prognosis in screening decisions.",1
Larger initial weight losses and longer duration of maintenance were associated with better long-term outcomes,2
Our results provide evidence that obesity is associated with methylation changes in  blood leukocyte DNA.,2
"Total fruit intake was associated with lower risk of CVD and CHD mortality, with a  6-7 % reduction in risk for each 80 g/day portion consumed (99 % CI 0.89, 1.00 and  0.85, 1.01 respectively).",2
Insuring poor households for efficacious but costly and underused health services significantly improves population health in India,1
"Nonsignificant, sex-based differences in response were found during the 48 weeks
of the GRACE study; however, these differences were probably due to higher discontinuation rates in women, suggesting that additional efforts are needed to retain women in clinical trials.",2
"The risk of different ID in the UK is significantly influenced by the season of birth, suggesting the presence of a shared seasonal risk factor or factors predisposing to ID.",3
Increasing severity of anaemia was associated with exceptionally high rates of both incident TB and mortality during long-term ART.,2
Not wearing a helmet while cycling is associated with an increased risk of sustaining a fatal head injury,2
Low blood pressure was independently associated with depressive symptoms in both older subjects who were treated for hypertension and those who were not.,0
A modest reduction in depressive symptoms was more likely among spouses of hospice users than among spouses of nonhospice users.,1
Patients with end-stage renal disease who are receiving hemodialysis had a high risk of ulcer bleeding.,0
"Results indicate that the treatment benefits of AOT are enhanced with the increased use of
mental healthcare services, suggesting that the positive effect of AOT on psychotic symptoms is related to the availability of mental healthcare service use",3
There is no association between risk of early childhood cancers and estimates of the mother’s exposure to mobile phone base stations during pregnancy.,2
"This propensity matched analysis suggests that patients undergoing thoracoscopic surgical resection, particularly for larger tumors, might have improved cancer specific survival compared with patients undergoing SABR",1
"Despite uptake by physicians, a financial incentive did not alter follow-up after hospital discharge.",3
"Antibiotic treatment of diarrhoea was associated with reduced time to a subsequent diarrhoea episode, especially among younger infants",1
Varenicline in combination with NRT was more effective than varenicline alone at achieving tobacco abstinence at 12 weeks (end of treatment) and at 6 months,3
"Infant mortality rate decline was greater in Medicaid expansion states, with
greater declines among African American infants",1
We found that an increase in social trust is associated with a greater willingness to pay more taxes to improve public healthcare.,0
"These results suggest that in younger women, a possibly beneficial effect of light to
moderate drinking on future risk of mortality is limited to a prevention of CVD mortality but not cancer mortality.",1
"Social isolation was associated with all-cause mortality in all subgroups (P for trend ≤ 0.005); for the
most isolated versus the least isolated, the hazard ratios were 2.34 (95% confidence interval (CI): 1.58, 3.46) and 1.60
(95% CI: 1.41, 1.82) among black men and white men, respectively (P for interaction = 0.40) and 2.13 (95% CI: 1.44,
3.15) and 1.84 (95%CI: 1.68, 2.01) among black women and white women, respectively (P for interaction = 0.89).",0
Regression analyses controlling for enrollment differences indicated that intervention group mothers had significant improvements in 3 of 5 subscales and in total Adult-Adolescent Parenting Inventory-2 scores relative to the comparison group.,2
"The adjuvanted monovalent vaccine against pandemic influenza A/H1N1 was offered late in the 2009-10 influenza season. Among chronically ill people, this vaccine offered protection against laboratory confirmed H1N1 infection but only offered non-significant protection against influenza related hospital admissions confirmed as H1N1 infection",3
"Among Medicare beneficiaries in intervention communities, compared with those in uninvolved communities, all-cause 30 day rehospitalization and all-cause hospitalization declined.",2
Bariatric surgery appears to be markedly more efficient than usual care in the prevention of type 2 diabetes in obese persons.,1
"The fatal overdose rate in this area decreased by 35·0% after the opening of the SIF, from 253·8 to 165·1 deaths per 100 000 person-years (p=0·048). By contrast, during the same period, the fatal overdose rate in the rest of the city decreased by only 9·3%, from 7·6 to 6·9 deaths per 100 000 person-years (p=0·490).",2
"These results show that self reported engagement is
not associated with the trajectory of cognitive decline
in late life, but is associated with the acquisition of
ability during the life course",1
"While we did not observe an overall association between lifestyle and BCIS risk, our results indicate
that lifestyle is associated with BCIS risk among women recruited via screening programs and with regular
screening participation.",0
"However, trial participants allocated to canakinumab who achieved hsCRP concentrations less than 2 mg/L had a 25% reduction in major adverse cardiovascular events (multivariable adjusted hazard ratio [HRadj]=0·75, 95% CI 0·66–0·85, p<0·0001), whereas no significant benefit was observed among those with on-treatment hsCRP concentrations of 2 mg/L or above (HRadj=0·90, 0·79–1·02, p=0·11).",2
"After the introduction of rotavirus vaccination for infants, significant declines for three full years were observed in under-5-y diarrhea-related mortality and hospital admissions for diarrhea in Brazil. The largest reductions in diarrhea-related mortality and hospital admissions for diarrhea were among children younger than 2 y, who were eligible for vaccination as infants, which suggests that the reduced diarrhea burden in this age group was associated with introduction of the rotavirus vaccine",3
Multidisciplinary integrated care resulted in improved quality of care for elderly people in residential care facilities compared with usual care.,3
These results suggest that health outcomes of moderate/late preterm and early term babies are worse than those of full term babies.,2
Greater caffeine intake is associated with increases in late miscarriage and stillbirth.,0
An elevated ESR is an independent prognostic factor for mortality.,0
Our results indicate that there is an association between low adult socioeconomic status and increased mortality independent of genetic endowment.,0
Implementation of additional non-medical risk assessment and preventive strategies into general practices is feasible but did not decrease the incidence of preterm and/or SGA birth in the index pregnancy in deprived urban areas.,2
We conclude that height loss is positively associated with OPG in men and in postmenopausal women not using HRT.,1
"After controlling for patient demographic characteristics and clinical factors, patients who did not complete a scheduled transition clinic appointment had nearly three times higher odds of readmission compared with patients who completed a transition clinic appointment (Adjusted Odds Ratio 2.80, p = 0.004).",1
"The maximum internal and mean common carotid-artery intima-media thicknesses both predict cardiovascular outcomes, but only the maximum intima-media thickness of (and presence of plaque in) the internal carotid artery significantly (albeit modestly) improves the classification of risk of cardiovascular disease in the Framingham Offspring Study cohort.",0
"Children who gained weight faster than their peers, particularly at later ages, had higher blood pressure at the age of 6.5 years, with no association between birthweight and blood pressure.",0
Patients cared for by hospitalists in their first year of practice experience higher mortality.,3
"In children born preterm at 32–36 weeks’ gestation, IRDS was associated with increased risk of childhood epilepsy.",1
Acute stress reaction is a risk factor for completed suicide.,3
The results of this large observational study indicate a strong inverse association between levels of pre-diagnostic 25-(OH)D concentration and risk of colorectal cancer in western European populations.,0
"Among adults with out-of-hospital cardiac arrest, there was no significant difference in 4-hour survival between patients treated with the mechanical CPR algorithm or those treated with guideline-adherent manual CPR.",2
Our results also show that a non-drinking adolescent with a majority of drinking friends is significantly less likely to initiate alcohol abuse if he or she has a minority of non-drinking friend(s).,2
"In patients with septic shock, rapid administration of antibiotics was generally
associated with a decrease in-hospital mortality but no ""every hour delay"" was seen",1
Fertility therapy failure was associated with an increased risk of long-term adverse cardiovascular events.,2
"This study showed that prediagnostic serum 25(OH)D concentrations were not
associated with all-cause or cause-specific mortality rates in this Chinese population who had low levels of
vitamin D.",0
"Higher 24-hour urinary oxalate excretion may be a risk factor
for CKD progression and ESRD in individuals with CKD stages 2 to 4.",1
"As compared with the reference
group (trajectory 7—stable overweight; preserved cognitive function and autonomy), 2 trajectories presented
increased hazards of dying: trajectory 1 (stable overweight; moderately impaired, then declining, cognitive function and
autonomy (adjusted hazard ratio = 1.79, 95% confidence interval (CI): 1.26, 2.55)) and trajectory 6 (stable normal BMI;
slight cognitive decline; and moderate, then degrading, loss of autonomy (adjusted hazard ratio = 1.67, 95% CI: 1.15,
2.44)).",2
Our assessment of the programme of pertussis vaccination in pregnancy in England is consistent with high vaccine effectiveness.,3
"Greater concordance with the WCRF/AICR recommendations on diet, physical activity, and body fatness prior to CRC diagnosis is associated with improved survival among CRC patients.",0
"The percentage of both homeless and housed people entering
treatment with Medicaid increased approximately 21% after expansion (P = .01),
with an average increase of 5.4% per year over 12 years (P = .01).",2
"Obesity in the middle aged and elderly is associated with a reduction in the number of years
lived free of diabetes and an increase in the number of years lived with diabetes.",1
"While attrition was high, this study supports a tailored, interactive text-message intervention to enhance weight loss among obese African-American adults.",2
"The implementation of systematic cross-checking between emergency physicians was associated with a significant reduction in adverse events, mainly driven by a reduction in near misses",2
Mental disorders interact with physical multimorbidity to increase the odds of frequent visits to the emergency department.,3
Left atrial diameter has a graded and independent association with all-cause mortality in both sexes and with ischemic stroke in women.,1
"Business cycles may affect suicide rates, although different age groups responded differently.",2
"Risk of CP in two Scandinavian countries was lower among educated
parents and mothers with a partner, but unrelated to income.",0
"The risk of injury resulting in more than seven days of time loss from play
was reduced by 33% among Bantam hockey players in a league where bodychecking was allowed two years earlier in Pee Wee compared with Bantam players introduced to bodychecking for the first time at age 13.",3
"This 11-fold rise in claims for breast pumps by women with private insurance suggests that these women will likely increase breastfeeding initiation or duration; however, without additional support for women with Medicaid, disparities in breastfeeding may increase.",1
"The Self-Report Questionnaire (SRQ-20) was used to assess psychosocial health, with higher scores associated with living in a community directly affected by violence and having lost a loved one due to violence.",0
Dairy consumption was associated with lower risk of mortality and major cardiovascular disease events in a diverse multinational cohort.,2
Elder abuse was associated with increased rates of hospitalization in this community population.,1
"We conclude that weathering was not seen among married African-Americans, independent of neighborhood income, suggesting a potentially protective mechanism associated with paternal involvement",0
"The method used at an unsuccessful suicide attempt predicts later completed suicide, after adjustment for sociodemographic confounding and psychiatric disorder.",1
"High platelet reactivity on clopidogrel was
strongly related to stent thrombosis (adjusted HR 2·49 [95% CI 1·43–4·31], p=0·001) and myocardial infarction
(adjusted HR 1·42 [1·09–1·86], p=0·01), was inversely related to bleeding (adjusted HR 0·73 [0·61–0·89], p=0·002),
but was not related to mortality (adjusted HR 1·20 [0·85–1·70], p=0·30).",1
"Thirty-day postoperative  mortality rates were 0%, 0.9%, and 0.8% for the low-risk, intermediate-risk, and  high-risk surgical groups, respectively, and were not statistically different.",1
"Increasing red meat consumption over time is associated with an elevated subsequent risk of type 2 diabetes, and the association is partly mediated by body weight.",3
"Serum 25(OH)D3 concentration was significantly and inversely associated with SAF measured prospectively, also after adjustment for known risk factors for high SAF and the number of medication used, but the causal chain is yet to be explored in future studies.",1
"Exposure to household disinfectants was associated with higher BMI at age 3, mediated by gut microbial composition at age 3-4 months.",1
"In a cohort of Danish children, receipt of live MMR vs inactivated DTaP-IPV-Hib as the most recent vaccine was associated with a lower rate of hospital admissions for any infections.",1
"More than 2 out of 3 patients who had hip fracture surgery were women; however, women were less likely to receive perioperative geriatric care and anesthesia consultations.",1
A 1-cent increase in social spending per dollar spent on health was associated with a 0.1% (95% confidence interval [CI] 0.04% to 0.16%) decrease in potentially avoidable mortality and a 0.01% (95% CI 0.01% to 0.02%) increase in life expectancy.,2
"In older adults, a prudent dietary pattern showed an inverse dose-response relationship with the risk of frailty while a Westernized pattern had a direct relationship with some of their components.",2
Both higher maternal and paternal education levels are associated with lower childhood  undernutrition.,2
"There was also a significant association between problematic Internet usage overall and moderate to severe depression (relative risk 24.07, 95% confidence interval 3.95 to 146.69; P = 0.001).",1
"In this large population-based study, statin exposure was significantly associated with histologically confirmed IIM.",2
"Our novel study suggests a benefit of LA for diabetes and lipids but no benefit for IHD, blood pressure, or reticulocyte count.",3
NJ's decal provision was associated with a sustained decline in intermediate driver crashes,1
Care for older men with cancer in the VHA system was generally similar to or better than care for fee-for-service Medicare beneficiaries.,1
"Medicaid cost growth fell in Massachusetts after SNAP benefits increased, especially for people with chronic illnesses with high sensitivity to food insecurity.",1
"In high-rise buildings, the survival rate after out-of-hospital cardiac arrest was lower for patients residing on higher floors.",1
"Our novel study suggests a benefit of LA for diabetes and lipids but no benefit for IHD, blood pressure, or reticulocyte count.",3
Randomized controlled trials documented effectiveness of the Legacy model over time while allowing for implementation adaptations by 2 different sites.,3
"After a median of 7.7 years of follow-up, colorectal-cancer mortality was lower among patients who had had low-risk adenomas removed and moderately higher among those who had had high-risk adenomas removed, as compared with the general population.",1
The implementation of a public bicycle share program can lead to greater likelihood of cycling among persons living in areas where bicycles are made available.,1
"In the USA, patients who are readmitted to hospital after various major operations consistently achieve improved survival if they return to the hospital where their surgery took place.",2
Individuals participating in SNAP exhibited higher total and cardiovascular disease mortality,0
CFF results were significantly lower amongst carriers of the GLS long micro satellite,1
"Macrosomia was associated with a generally protective effect against perinatal death, but substantially greater risks of postneonatal death among births to First Nations women in Quebec versus women whose mother tongue is French.",1
Cost sharing was associated with lower Cardiac Rehabilitation attendance and exhibited a dose-response relationship such that higher cost  sharing was associated with lower Cardiac Rehabilitation attendance.,2
IL-1Ra predicted the progression of MetS to clinically incident diabetes independently of CRP and other risk factors.,3
"This study strengthens the evidence that congenital ZIKV infection, particularly in the first 2 trimesters of pregnancy, is associated with microcephaly and less frequently with other birth defects.",2
"Migration into urban areas is associated with increases in obesity, which drive other risk factor changes.",2
"Among serodifferent heterosexual and MSM couples in which the HIV-positive partner was using suppressive ART and who reported condomless sex, during median follow-up of 1.3 years per couple, there were no documented cases of within-couple HIV transmission (upper 95% confidence limit, 0.30/100 couple-years of follow-up).",0
Hispanics who were socially isolated had a greater risk for increased left ventricular mass.,1
"A behaviourally-informed, very brief, physician-delivered opportunistic intervention is acceptable to patients and an effective way to reduce population mean weight.",3
Giving anticoagulants to older people with concomitant atrial fibrillation and chronic kidney disease was associated with an increased rate of ischaemic stroke and haemorrhage but a paradoxical lowered rate of all cause mortality.,1
Our preliminary findings indicate it is possible that magnesium intake alone or its interaction with vitamin D intake may contribute to vitamin D status.,2
"We found that Medicaid expansions were associated with an annual reduction in the rate of evictions by 1.15 per 1000 renter-occupied households (P < .001), a reduction of 1.59 eviction filings per 1000 renter-occupied households (P < .001), and a reduction in the average number of evictions by 46 (P < .05).",2
"In Raynaud's phenomenon, laboratory markers that can be attributed to a chronic inflammatory state independently yield prognostic information in addition to the presence of abnormal nailfold capillaries and ANA",2
"In atrial fibrillation patients with only one additional stroke risk factor (ie, CHA2DS2-VASc = 1 in males or 2 in females), rates of major adverse events (stroke/systemic thromboembolic event, mortality) were high, despite anticoagulation.",1
Type 2 diabetic patients with proteinuria and with systolic BP <130 mmHg may have an increased risk of CVD mortality.,1
"In proportional hazards models, overweight without central obesity was associated with lower all-cause mortality among men in the population with cardiovascular risk factors (hazard ratio, 0.71; 95% CI, 0.56-0.89; P=.004) and the general population (hazard ratio, 0.72; 95% CI, 0.60-0.87; P=.001), whereas results of these comparisons among women were not significant (P>.05).",1
"Noninjection use of crystal methamphetamine predicted subsequent injection initiation, and crystal methamphetamine was the most commonly used drug at the time of first injection.",1
Results suggest that loss of trees to the emerald ash borer increased mortality related to cardiovascular and lower-respiratory-tract illness.,2
Having more medical comorbidities was associated with increased odds of trying to quit.,1
"In this population-based study of obese adults with hypertension, we found that the risk of acute care use for hypertension-related disease decreased by 40% after bariatric surgery.",3
Improved diet quality over 12 years was consistently associated with a decreased risk of death.,1
Rare SCN4A variants that directly alter NaV1.4 function occur in infants who had died from SIDS.,1
"Afatinib, with or without vinorelbine, showed activity in trastuzumab-naïve HER2-positive IBC patients in a planned subgroup analysis.",2
We found an increased incidence of SCD or proarrhythmic events in this real-world study of ﬂecainide used for the treatment of AF,1
There was no overall association between MetS and ovarian cancer risk.,0
Moderate alcohol consumption is not associated with reduced all-cause mortality in older adults.,2
Long-term silica dust exposure was associated with substantially increased mortality among Chinese workers,2
"Compatible with their urate lowering properties, calcium channel blockers and losartan are associated with a lower risk of incident gout among people with hypertension",1
Residing in regions with higher air pollution concentrations and experiencing daily increases in air pollution were each associated with narrower retinal arteriolar diameters in older individuals.,2
Epicardial adipose tissue accumulation in patients with CKD  increases the risk of CV events independent of general adiposity.,3
"In an epidemiologic study, minimally invasive radical hysterectomy was associated with shorter overall survival than open surgery among women with stage IA2 or IB1 cervical carcinoma.",2
The observed bone turnover markers variations indicate a complex process of bone turnover in mastocytosis-related bone manifestations.,0
We found no survival benefit from early initiation of dialysis.,0
Amphetamine use was associated with a greater risk of psychosis than methylphenidate,1
More leisure time physical activity was associated with longer life expectancy across a range of activity levels and BMI groups.,2
These estimates suggest that NBCCEDP cervical cancer screening has reduced mortality among medically underserved low-income women who participated in the program.,3
ADHD was associated with significantly increased mortality rates,2
"The ACSD project did not accelerate child survival in Benin and Mali focus districts relative to comparison areas, probably because coverage for effective treatment interventions for malaria and pneumonia were not accelerated, causes of neonatal deaths and undernutrition were not addressed, and stock shortages of insecticide-treated nets restricted the potential effect of this intervention",0
"These findings suggest that early life events may influence early stages of colorectal carcinogenesis and add to the evidence of differential pathways of carcinogenesis in the right colon, left colon and rectum.",1
"The authors speculate that similar dynamic processes involving infant crying, other signs of hunger, and supplementation/weaning undermine causal inferences about the ""effect"" of prolonged and exclusive breastfeeding on slower infant growth.",0
Results corroborated past studies that indicated asthma disproportionately affects sexual minority populations,2
"Among patients with malignant pleural effusion and no previous pleurodesis, there was no significant difference between IPCs and talc pleurodesis at relieving patient-reported dyspnea",0
"Among participants at  high genetic risk, a favorable lifestyle was associated with a nearly 50% lower  relative risk of coronary artery disease than was an unfavorable lifestyle",0
"In conclusion, DiCCB exposure was associated with a reduced risk of incident Parkinson’s disease, particularly in older patients, and with reduced mortality among patients with Parkinson’s disease.",2
Antiretroviral therapy for HIV-positive individuals in serodiscordant couples reduced HIV transmission across China,2
"Treatment with a steroid plus antiviral agent resulted in significantly higher recovery rates than steroid therapy alone in patients with initially severe Bell's palsy and without either HTN or DM, and a nonsignificant trend towards higher recovery rates in all patients with Bell's palsy in this study.",3
Socioeconomic status and access to health  care may explain major racial/ethnic disparities in CRC screening recommendation  rates,0
"Low doses of  aspirin (75-100 mg) were only effective in preventing vascular events in patients  weighing less than 70 kg, and had no benefit in the 80% of men and nearly 50% of all  women weighing 70 kg or more. By contrast, higher doses of aspirin were only  effective in patients weighing 70 kg or more",2
This is the first study showing that type 1 diabetes is associated with compositional changes in gut microbiota.,0
Processes of selective migration in and out of rural areas in England are complex and may partly explain urban-rural health inequalities.,1
"Aside from cardiovascular-disease mortality, the lowest mortality for most causes of death was registered by residents of the poorest provinces.",1
The current study found that individuals with MetS have a higher degree of endothelial dysfunction and inflammation compared with individuals with multiple CV risk factors and may therefore have an increased CV risk beyond the contributions of multiple traditional risk factors.,2
One-year survival among live-born infants at 22-26 weeks’ gestational age and without any major neonatal morbidity was significantly lower during 2004-2007 than during 2014-2016.,2
"In this pre-vaccination cohort, childhood infection with measles and influenza were associated with a reduced risk of death from cancer in adulthood, while pertussis was associated with an increased risk.",1
We found no compelling evidence that residential proximity to extremely low frequency electromagnetic fields from electrical power grids increases the risk of birth defects.,0
